ID,Answer
3359-1-1,戰鬥機是指主要用於保護我方運用空權以及摧毀敵人使用空權之能力的軍用機種。為了滿足這項目標，需要強調飛機的運動能力，速度以及火力等性能；現代的先進戰鬥機多配備各種搜索、瞄準火控設備，能全天候攻擊所有空中目​​標。世界上公認的第一種意義上的戰鬥機是法國的莫拉納·索爾尼愛L型飛機。法國人開始在飛機機頭上安裝機槍，不過機槍是從螺旋槳半徑外向前射擊的，也在螺旋槳上安裝金屬擋鐵，使得機關槍的子彈不能擊穿螺旋槳，稍微解決了飛機在機載機槍射擊時被螺旋槳干擾的難題，使飛機第一次讓飛行員可以專​​心駕駛飛機去攻擊對方，同時也不需要另外配備機槍手。但是這個系統會造成機槍的射速變慢。戰鬥機過去根據執行任務又可分為殲擊機和截擊機，攔截機的主要任務是快速的的升空之後爭取高度，在敵人的轟炸機進入我方空域之前將對方摧毀。由於攔截機是針對高飛行高度的轟炸機群，在設計上特別強調對速度與爬升率的需求，運動性在擺在較為次要的地位。
3359-1-2,戰鬥機是指主要用於保護我方運用空權以及摧毀敵人使用空權之能力的軍用機種。為了滿足這項目標，需要強調飛機的運動能力，速度以及火力等性能；現代的先進戰鬥機多配備各種搜索、瞄準火控設備，能全天候攻擊所有空中目​​標。世界上公認的第一種意義上的戰鬥機是法國的莫拉納·索爾尼愛L型飛機。法國人開始在飛機機頭上安裝機槍，不過機槍是從螺旋槳半徑外向前射擊的，也在螺旋槳上安裝金屬擋鐵，使得機關槍的子彈不能擊穿螺旋槳，稍微解決了飛機在機載機槍射擊時被螺旋槳干擾的難題，使飛機第一次讓飛行員可以專​​心駕駛飛機去攻擊對方，同時也不需要另外配備機槍手。但是這個系統會造成機槍的射速變慢。戰鬥機過去根據執行任務又可分為殲擊機和截擊機，攔截機的主要任務是快速的的升空之後爭取高度，在敵人的轟炸機進入我方空域之前將對方摧毀。由於攔截機是針對高飛行高度的轟炸機群，在設計上特別強調對速度與爬升率的需求，運動性在擺在較為次要的地位。
3359-1-3,超音速
3359-1-4,原子彈
3359-10-1,協助飛行員找到最佳射擊時機
3359-10-2,機鼻
3359-10-3,後座雷達官
3359-10-4,都卜勒效應
3359-10-5,雷達最初是使用在夜間攔截任務上，二戰時期的使用經驗延伸出兩種發展路線。一種是利用小型雷達測距儀追蹤目標的距離，協助飛行員找到最佳射擊時機，提高一般飛行員的命中率。這條路線的發展很快就和第二種合併，也就是持續改進二戰攔截用空載雷達系統，朝向功能更多，簡單化，使用限制更少的方向發展。早期噴射戰鬥機常見的機鼻進氣口設計，為了將空間騰出來安裝更大的雷達而移動到機身其他的部位，自1970年代以後設計服役的戰鬥機，機鼻的空間都留給雷達使用。二戰時期大多數安裝在戰鬥機上的雷達需要專門的操作人員負責，直到大戰末期美國海軍開始在F6F和F4U戰鬥機上加裝由飛行員操作的雷達之後，第一次開啟單座戰鬥機配備雷達的紀錄。隨著電子相關技術的發展，雷達的功能愈來愈多，除了協助機炮瞄準敵機以外，還可以搜索與追蹤視野以外的目標，導引飛彈，偵測地面目標，計算炸彈撞擊點到描繪前方的地形並且與自動飛行系統合作進行迴避等等。然而多功能也代表雷達的操作愈來愈複雜，像是美國F-4戰鬥機需要後座雷達官在顯示幕上判斷目標的資訊。直到電腦成為雷達系統的一部分，將接收到的訊號加以處理，簡化，分類之後以簡單的符號和數字加以顯示，譬如F-15戰鬥機的AN/APG-63雷達，才使得雷達提供的資訊能夠更快速的被運用，以提高狀態意識的掌握，再加上利用都卜勒效應的濾波技術，靈敏度更高的天線，高、中與低脈衝重複頻率的使用等，雷達得以擺脫過去遇到地面雜訊就會癱瘓的窘境，也可以在地面雜訊中找出敵機的位置。
3359-11-1,美國
3359-11-2,美國
3359-11-3,空射火箭
3359-11-4,中華民國
3359-11-5,機炮
3359-12-1,緊急能量補充
3359-12-2,對於渦輪葉片的耗損提高許多
3359-12-3,後燃器
3359-12-4,要提升飛機的飛行安全
3359-13-1,電腦
3359-13-2,提高總體可用升力和飛機的運動能力
3359-13-3,線傳飛控
3359-13-4,而今日所謂的線傳飛控在單純地以電路傳導飛控命令為基礎上開發，更重要的是可以有多部電腦介入飛控系統操作，飛行員只需下達動作指令，至於達成指令所需的機身、動力系統與氣動面調整，則是由電腦掌握。過去飛機在空氣動力設計上必須考慮穩定的問題以利飛行員控制穩定的飛行狀態，但線傳飛控的發展讓先天不穩定的機體構型飛上天成為可能。因此線傳飛控對於戰鬥機的重大影響在於將傳統的靜穩定推向靜不穩定設計，提高總體可用升力和飛機的運動能力，此外利用電腦配合對飛行狀態的監視，能夠防止飛機失去控制，或者是讓飛機在接近失去控制的狀態下仍然足以保持能夠穩定飛行。此外，線傳飛控還可以整合不同控制面的使用型態，突破過去鋼纜機械式的瓶頸，作出過去無法想像的動作，譬如飛機以朝上或者是朝下的姿態保持不改變高度的水平飛行。以電腦軟體控制飛機的方式，在更新控制系統上也比過去的硬體要簡單與快速。第一架採用線傳飛控是美國的F-16，是四重電傳飛控系統。現在已經是第四代後期戰鬥機的標準配備，且多數為三重線傳飛控系統。在追求更高的運動能力的趨勢下，線傳飛控成為不可或缺的重要系統，目前的發展方向是與動力系統結合，將過去兩個分離的系統的控制整合使用。
3359-13-5,動力系統
3359-14-1,低可偵測性
3359-14-2,非金屬類材料
3359-14-3,電磁波
3359-14-4,低可偵測性
3359-15-1,全金屬
3359-15-2,速度上的優勢
3359-15-3,前三點起落架
3359-15-4,受到材料與設計的影響
3359-15-5,控制面變形
3359-16-1,高後掠角度
3359-16-2,第二代
3359-16-3,第二代戰鬥機
3359-16-4,第二代戰鬥機
3359-16-5,第二代
3359-2-1,射擊斷續器
3359-2-2,荷蘭
3359-2-3,競速機的比賽與獎勵
3359-2-4,射速慢
3359-2-5,火箭發動機
3359-6-1,轟炸機
3359-6-2,日本
3359-6-3,第八航空軍
3359-6-4,利用轟炸機對敵人進行戰略轟炸，以摧毀有形的生產運輸以及無形的士氣，企圖結束戰爭的構想在二次世界大戰前受到各主要航空發展國家的注意。雖然在規模上小很多，日本是首先付諸實行的國家。德國稍後在不列顛空戰時與英國互相展開大規模的日間與夜間轟炸行動。在這一場作戰中，轟炸機無法如同杜黑所預測，能夠自由進行轟炸而不受到戰鬥機的影響。德國與英國在雙方獲得的經驗上採取不同的措施，其中利用戰鬥機擔任護航與掃蕩敵人戰鬥機威脅成為重要的項目。美國在1942年開始自英國的基地出發對付位於歐洲大陸的德國佔領區內的目標，即使英倫空戰已經清楚的呈現出護航任務的迫切性，美國陸軍航空隊依舊認為依靠轟炸機的自衛火力加上適當的編隊，就能夠深入敵境達成任務。然而居高不下的損失讓美國撤換第八航空軍的指揮官的同時，積極尋求足以擔任護航的戰鬥機種。當時盟軍使用的戰鬥機種當中，英國設計的機種作戰半徑僅能勉強來回於法國的部分目標，新服役的P-47因為阻力與發動機的關係，作戰半徑無法達到德國本土。雙發動機的P-38則有數量、性能以及對歐洲高空低溫適應不良等問題。直到第八航空軍開始接收P-51戰鬥機之後，護航的迫切需求才獲得適切紓解，美國為此還將所有第八航空軍的P-47與其他單位交換P-51，連英國訂購的同一型機種也被暫借擔任護航的工作。自從P-51攜帶副油箱伴隨轟炸機進入歐洲大陸之後，不僅降低德國空軍攔截的能力，同時擴大第八航空軍能夠有效轟炸的範圍，最終壓制德國的生產與運輸系統。在蘇聯方面，要擊敗前線的德軍的重要性較高，加上遠程轟炸機的數量不多，所以較少空襲德國本土。僅有本來在戰前已經製造的少數重轟炸機在開戰初期曾經空襲德國本土都市，所以蘇聯主力戰鬥機設計並未特別要求提高航程。但仍然有一種載彈量較少而航程較遠的IL-4轟炸機，足以勝任對於德國境內重要交通設施作轟炸，為了保護這種遠航程但自衛武裝貧弱的轟炸機，在Yak-9型的基礎上發展出了特長程的DD型。除了短暫使用位於中國境內的機場，美國部署B-29轟炸機對日本轟炸時基於歐洲的作戰經驗，對於護航亦不敢掉以輕心，而以戰鬥機為轟炸機提供保護也成為日後許多新機種設計時需要考慮的性能項目。
3359-7-1,一次世界大戰時期
3359-7-2,颶風戰鬥機
3359-7-3,一次世界大戰時期
3359-7-4,英國
3359-7-5,北非作戰階段
6221-11-1,1955年
6221-11-2,馬爾吉特
6221-11-3,曼琪
6221-12-1,一個小時說一個字
6221-12-2,狄拉克
6221-12-3,海森堡喜歡參與社交活動並與人跳舞
6221-12-4,安東•卡普里
6221-2-1,法文老師
6221-2-2,1925年
6221-2-3,狄拉克
6221-3-1,男子商人合營技術學院
6221-3-2,入學考試
6221-3-3,1923年
2526-7-1,曹魏故都智慧之旅
2526-7-2,全國重點文物保護單位
2526-7-3,專家
2526-8-1,漢魏故城
2526-8-2,漢風魏韻
2526-8-3,漢魏故城:位於許昌縣張潘鎮古城村，距許昌市18公里。據民國廿二年許昌縣誌記載：許昌古城在城東30里，圍九里一百二十九步。相傳曹操所築，今存遺址。至今城垣輪廓依稀可辨，夯地土層清晰可見，漢磚瓦塊俯拾皆是。1986年，該遺址被河南省人民政府公布為省級文物保護單位。曹丞相府:曹丞相府景區位於許昌市老城中心地帶，是國內目前第一個全方位展示曹魏文化的主題景區，主體建築為仿漢代風格以漢風魏韻、夢幻相府為主題曹丞相府景區主要有魏武遊園、曹操塑像、藝術照壁、府衙、東西望樓、求賢堂、議事堂、賦詩樓、圍廊、藏兵洞、相府花園、青梅亭、宴樓、浴樓、珍寶館等標誌性建築群構成，景區外圍有帝王街、將相街、才子街、佳人街、三國演義大舞台等旅遊配套項目與之相輔相成。受禪台:受禪台原為青磚護坡，兩側砌有台階，台頂四周有石雕欄杆，平台中央有一遮陽涼亭，上設龍墩寶座。經千餘年風雨侵蝕，至今仍有20餘米之高，30餘米長寬的二層凸狀台基存在。由漢御史大夫王朗撰文、禮部尚書梁鵠書寫，大理寺武亭侯鍾繇鐫刻的受禪表和公卿將軍上尊號奏具體詳實地記述了獻帝禪讓、曹丕篡位的歷史事實，俗稱三絕碑。現為國家一級保護文物。毓秀台:毓秀台在漢魏故城西南隅，建於建安三年，是曹操為漢獻帝祭天所築，高約15米，面積為4000平方米，有台階99級，是用青磚鋪就的祭祀廣場。每年秋分時節，漢獻帝都要率文武百官前來祭天，祈求風調雨順、國泰民安。昔日的毓秀台掩映在林蔭之中，綠意擁簇，高接雲天。台下布列著數十座豪華的宮殿式古建築。是漢獻帝祭祀前暫時休息的地方。毓秀台比同為皇家祭天場所的北京天壇早建千餘年。
2526-8-4,20餘米
5635-17-1,聖餐持紀念說
5635-17-2,卡佩爾戰爭
5635-17-3,卡爾施塔特
5635-4-1,烏爾蘇拉.蔻塔
5635-4-2,聖喬治拉丁文學校
5635-4-3,烏爾蘇拉
5766-2-1,2005年
5766-2-2,1828年
5766-2-3,諾亞·韋伯斯特
5766-2-4,1830年
5766-2-5,《英語通用校勘詞典》。1860年伍斯特出版了《英語詞典》
5746-5-1,魏博拉盧比民達行業工會
5746-5-2,85天
5746-5-3,10萬人
5746-8-1,市區有一條滿布商店和餐廳的大街直通碼頭
5746-8-2,卡胡盧伊
5746-8-3,加拿大
4980-1-1,綠窗口或綠色窗口是日本各JR鐵路公司的票務櫃臺之泛稱，主要的業務是銷售JR的各級車票，包括一般的乘車券、特急券與指定券等，除此之外綠窗口也負責銷售像是月票或套票之類，比較特殊的車票。雖然日本大部分一定規模以上的車站都設有自動售票機，但對於起迄點超過所在車站範圍的長距離列車車票、需要劃位的指定券、以及想要使用信用卡購票的旅客，還是得利用綠窗口才能得到想要的服務。綠窗口主要分布在JR集團各公司所屬的主要車站，以及一些如北近畿丹後鐵道等、自日本國鐵分離並獨立而出的第三部門鐵道公司之部分車站內，除此之外在一些像是大型的旅行社、機場、公車總站或港口內的渡輪總站等地方，有時也會有綠窗口的蹤影。雖然綠窗口是JR各公司統一使用的名稱，但各公司對於綠窗口的定義卻不完全相同。舉例來說，JR東海有部分的車站是委託其子公司東海交通事業代為經營，這些票口或櫃臺雖然可以提供與綠窗口幾乎一樣的服務，但卻單純只是命名為「售票處」而不掛上綠窗口之名。但相反的，JR西日本對於有設置MARS系統可以進行連線購票的簡易委託車站，則一律稱呼為綠窗口。
4980-1-2,綠窗口
4980-1-3,綠窗口或綠色窗口是日本各JR鐵路公司的票務櫃臺之泛稱，主要的業務是銷售JR的各級車票，包括一般的乘車券、特急券與指定券等，除此之外綠窗口也負責銷售像是月票或套票之類，比較特殊的車票。雖然日本大部分一定規模以上的車站都設有自動售票機，但對於起迄點超過所在車站範圍的長距離列車車票、需要劃位的指定券、以及想要使用信用卡購票的旅客，還是得利用綠窗口才能得到想要的服務。綠窗口主要分布在JR集團各公司所屬的主要車站，以及一些如北近畿丹後鐵道等、自日本國鐵分離並獨立而出的第三部門鐵道公司之部分車站內，除此之外在一些像是大型的旅行社、機場、公車總站或港口內的渡輪總站等地方，有時也會有綠窗口的蹤影。雖然綠窗口是JR各公司統一使用的名稱，但各公司對於綠窗口的定義卻不完全相同。舉例來說，JR東海有部分的車站是委託其子公司東海交通事業代為經營，這些票口或櫃臺雖然可以提供與綠窗口幾乎一樣的服務，但卻單純只是命名為「售票處」而不掛上綠窗口之名。但相反的，JR西日本對於有設置MARS系統可以進行連線購票的簡易委託車站，則一律稱呼為綠窗口。
5426-2-1,蘇丹南部
5426-2-2,旅遊業
5426-2-3,蘇丹達爾富爾
5426-2-4,埃及
1149-13-1,西莒島青帆村
1149-13-2,長樂鶴上人
1149-13-3,英國
1149-14-1,清朝末年
1149-14-2,一線天目前仍屬重要軍事基地
1149-14-3,烈女義坑
1149-2-1,廿八歲
1149-2-2,林默娘
1149-2-3,馬祖列島
1149-3-1,北竿島
1149-3-2,受風化及波浪的侵蝕作用
1149-3-3,1956年7月
1149-4-1,秋天
1149-4-2,大陸冷氣團南下，有強烈東北季風吹襲
1149-4-3,1060公釐
5522-1-1,1789年
5522-1-2,路易十三
5522-1-3,路易·勒沃
5522-4-1,路易·菲利普
5522-4-2,巴洛克風格
5522-4-3,凡爾賽宮
5522-5-1,路易十四
5522-5-2,1789年
5522-5-3,路易十五
5522-6-1,1789年
5522-6-2,普法戰爭
5522-6-3,1871年
5522-6-4,鏡廳
5522-6-5,歷史博物館
5386-3-1,1997年
5386-3-2,1999年
5386-3-3,「最佳演唱團體獎」
5386-3-4,台北市立體育場
3528-2-1,1986年
3528-2-2,喬托號
3528-2-3,預算限制
3528-2-4,太陽能電池板
3528-2-5,2003年1月12日
5769-1-1,雲南省
5769-1-2,寮國
5769-1-3,無量山
5769-1-4,景洪市
5769-1-5,1180年
5769-3-1,第五區
5769-3-2,第一區
5769-3-3,民國十六年
5769-3-4,普洱專區
5769-5-1,雲貴高原
5769-5-2,清涼
5769-5-3,1133515人
4992-1-1,維多利亞港
4992-1-2,填海造地
4992-1-3,港鐵九龍灣站
4992-2-1,九龍灣
4992-2-2,2007年
4992-2-3,部份香港政府機關在九龍灣設置總部，包括機電工程署總部大樓、香港輔助警察隊總部，郵政署亦於2013年在該處設立中央郵件中心。附近亦有九龍灣運動場、公園、體育館等公共設施。九龍灣國際展貿中心是香港主要的國際商品展覽會場之一，附設的辦公室亦可作不同產品陳列室之用。現時國際展貿中心仍繼續舉辦不同的國際展覽，亦會不時舉辦演唱會。2007年，自大型購物中心MegaBox開幕後，改變了九龍灣作為工廠、物流倉庫的印象。MegaBox商場高18層，佔地達110萬平方呎，是觀塘區最大型的購物商場，當中的大型商戶有宜家傢俬、AEON、IMAX影院等。區內的寫字樓自2006年起不斷增建，包括企業廣場三期、國際交易中心、Manhattan
5661-1-1,瑪黛茶
5661-1-2,殺蟲
5661-1-3,咖啡因
5661-2-1,瓜拿納樹
5661-2-2,瓜拿納樹
5661-2-3,深焙咖啡一般比淺焙咖啡的咖啡因含量少
5661-9-1,檸檬酸咖啡因
5661-9-2,咖啡因中毒
5661-9-3,咖啡因
4916-1-1,華沙
4916-1-2,冷戰時期
4916-1-3,1529年
4916-2-1,華沙
4916-2-2,齊格蒙特三世
4916-2-3,1795年
4916-5-1,1945年
4916-5-2,蘇聯
4916-5-3,波蘭進入戰時狀態
2485-1-1,湯瑪斯傑佛遜
2485-1-2,亞歷山大漢密爾頓
2485-1-3,傑伊條約
2485-1-4,都市
2485-1-5,亨利克萊
2485-11-1,自由主義
2485-11-2,低稅賦
2485-11-3,華萊士
2485-11-4,產業工會聯合會
2485-16-1,1972年
2485-16-2,湯瑪斯伊格頓
2485-16-3,水門事件
2485-16-4,吉米卡特
2485-18-1,沃爾特蒙代爾
2485-18-2,馬薩諸塞州
2485-18-3,民主黨
2485-18-4,喬治•赫伯特•沃克•布希
2485-24-1,哈利里德
2485-24-2,米高彭博
2485-24-3,2006年
2485-24-4,蘭希佩洛西
2485-4-1,道格拉斯
2485-4-2,內戰
2485-4-3,喬治麥克萊倫將軍
2485-4-4,安德魯約翰遜
2485-5-1,經濟蕭條
2485-5-2,公民權
2485-5-3,1884年
2485-5-4,金本位制度
2485-7-1,1912年
2485-7-2,聯邦儲備系統
2485-7-3,婦女投票權
2485-9-1,1932年
2485-9-2,第一波新政
2485-9-3,羅斯福
2485-9-4,自由派和自由主義
2485-9-5,保守派
3395-4-1,通貨膨脹
3395-4-2,亞歷山大·塞維魯
3395-4-3,薩珊王朝
3395-4-4,高盧帝國
3395-6-1,君士坦提烏斯
3395-6-2,匈奴人
3395-6-3,狄奧多西
3395-6-4,萊茵河
3395-6-5,波斯薩珊王朝
3395-7-1,阿拉里克
3395-7-2,阿卡狄烏斯
3395-7-3,瓦倫丁尼安三世
3395-7-4,汪達爾-阿蘭王國
3395-7-5,蠻族
3300-2-1,魚雷艦艇
3300-2-2,敵人魚雷艦艇
3300-2-3,無限制潛艇戰
3300-2-4,第一次世界大戰
3300-2-5,江河級驅逐艦
3300-4-1,反潛
3300-4-2,魚雷
3300-4-3,魚雷
3300-4-4,魚雷
5751-6-1,9%
5751-6-2,穀類作物
5751-6-3,200萬立方公尺
5751-9-1,秋明州
5751-9-2,油氣開發
5751-9-3,石油天然氣研發中心
6415-3-1,市場分析
6415-3-2,1950年代
6415-3-3,人本主義
6415-3-4,降低成本
6415-4-1,1970年代
6415-4-2,義大利
6415-4-3,1980年代
6451-3-1,1982年
6451-3-2,梅艷芳是女低音
6451-3-3,1983年
6451-3-4,於紅館舉行演唱會最高場數紀錄
6451-4-1,百變天后
6451-4-2,1984年
6451-4-3,《男人四十》
6451-6-1,何韻詩
6451-6-2,最高榮譽大獎
6451-6-3,陳奕迅
6246-3-1,阿聯
6246-3-2,集中式太陽能發電站
6246-3-3,伊斯蘭教
6120-2-1,巴西
6120-2-2,半決賽中，他們與東道主義大利在加時賽
6120-2-3,巴西
5501-1-1,光化學煙霧
5501-1-2,區域性污染
5501-1-3,二氧化碳
5501-3-1,海煤
5501-3-2,倫敦煙霧事件
5501-3-3,工業革命
5501-5-1,倫敦煙霧事件
5501-5-2,1956年
5501-5-3,哈德遜河
5501-5-4,超級基金法
5501-6-1,卡拉恰伊湖
5501-6-2,俄羅斯車里雅賓斯克
5501-6-3,布列塔尼半島美國石油公司
1189-1-1,瓦倫本哥國家公園
1189-1-2,12架
1189-1-3,恆星
1189-3-1,1987年
1189-3-2,訪客觀賞區
1189-3-3,新南威爾斯學校
3570-1-1,全國人民代表大會
3570-1-2,國務院總理
3570-1-3,全國人民代表大會常務委員會
3570-1-4,中華人民共和國主席
6041-1-1,民國元年
6041-1-2,民國二年
6041-1-3,馬麒
1190-17-1,我們是一個民族
1190-17-2,1990年10月3日
1190-17-3,1970年
1190-21-1,92%
1190-21-2,墮胎法》
1190-21-3,男子
1190-26-1,國家銀行
1190-26-2,在國家銀行有外匯帳戶
1190-26-3,羅斯托克港
1190-3-1,東德
1190-3-2,1989年
1190-3-3,《最終解決德國問題條約》
1190-34-1,柏林國際廣播電台
1190-34-2,80年代後
1190-34-3,1988年
1190-7-1,蘇聯
1190-7-2,1948年6月20日
1190-7-3,1948年
6181-1-1,2008年
6181-1-2,西班牙
6181-1-3,西班牙
6008-1-1,生物質
6008-1-2,對能源的需求持續增長
6008-1-3,二氧化碳
3355-3-1,七年戰爭
3355-3-2,漢諾威
3355-3-3,伊莉莎白
3355-3-4,博克施道夫戰役
3355-3-5,最終仍可同時與大半個歐洲為敵並戰成平手
3355-8-1,1867年
3355-8-2,五分之四
3355-8-3,普法戰爭
3355-8-4,1871年1月18日
3355-8-5,威廉一世
6196-1-1,中國共產黨紀律檢查機關
6196-1-2,中國共產黨紀律檢查機關
6196-1-3,1993年
4967-11-1,咸豐帝
4967-11-2,9月6日
4967-11-3,通州張家灣
4967-4-1,葉名琛
4967-4-2,10月23日
4967-4-3,「危坐二堂，絕無懼色」
5675-2-1,三個
5675-2-2,101公里
5675-2-3,南源玉帶河
5675-2-4,南源玉帶河
6010-1-1,公元第二世紀
6010-1-2,十六世紀
6010-1-3,基督教
6110-2-1,第二次世界大戰
6110-2-2,匹茲堡
6110-2-3,沒有
6012-4-1,第三世界國家
6012-4-2,大量的中東歐地區的共產黨喪失了政權
6012-4-3,日本
6012-6-1,社會主義市場經濟
6012-6-2,共產黨
6012-6-3,1992年
4902-1-1,伊利諾州
4902-1-2,約翰·洛克菲勒
4902-1-3,芝加哥大學
4902-3-1,洪堡
4902-3-2,「第一所美式大學」
4902-3-3,8.6%
4902-3-4,50個
4902-6-1,1893年
4902-6-2,中途公園
4902-6-3,牛津大學
4902-6-4,2011年
6225-2-1,三重忠孝橋
6225-2-2,「西區門戶計畫
6225-2-3,1962年
5615-1-1,裏海
5615-1-2,5642米
5615-1-3,厄爾布魯士峰
5615-1-4,小高加索山脈
5615-1-5,大高加索山脈
3482-1-1,基因特質
3482-1-2,生理性別又稱生殖性別或生物性別、生物中有許多物種可以劃分成雄性及雌性，這稱之為性別，不過也有些會是間性。有性生殖是指雄性和雌性生物將其基因特質混合重組，繁衍後代的過程。配子是一種特殊的細胞，其中有生物的部份基因，雄性和雌性的配子結合後會產生後代。有些生物兩性的配子在外形及功能上都相同同形配子接合，但大部份的生物的兩性配子會有明顯不同的外形。對於人類和其他的哺乳類動物，雄性會有XY染色體，而雌性會有XX染色體，這屬於XY性別決定系統，其他動物也有其性別決定系統，例如鳥類的
3482-1-3,生理性別又稱生殖性別或生物性別、生物中有許多物種可以劃分成雄性及雌性，這稱之為性別，不過也有些會是間性。有性生殖是指雄性和雌性生物將其基因特質混合重組，繁衍後代的過程。配子是一種特殊的細胞，其中有生物的部份基因，雄性和雌性的配子結合後會產生後代。有些生物兩性的配子在外形及功能上都相同同形配子接合，但大部份的生物的兩性配子會有明顯不同的外形。對於人類和其他的哺乳類動物，雄性會有XY染色體，而雌性會有XX染色體，這屬於XY性別決定系統，其他動物也有其性別決定系統，例如鳥類的
3482-1-4,雌雄同體
3482-1-5,無性生殖
3482-2-1,繁衍後代所需基因物質產生的方式
3482-2-2,生殖器官
3482-2-3,十億年前
3482-2-4,接合
6213-2-1,1861年
6213-2-2,巴爾的摩市
6213-2-3,颶風依莎貝爾
6213-3-1,帕塔普斯科河
6213-3-2,副熱帶濕潤氣候
6213-3-3,°C以上的有9.9天。在美國暢銷軍事小說作家湯姆·克蘭西於1991年出版的「傑克·雷恩」系列第五作：「恐懼的總和」一書中描寫著：在新納粹主義恐怖份子的策劃下，為製造假象煽動美國與俄羅斯全面開戰、其將一枚來自於以色列、後卻在以阿戰爭的戰場中失落的氫彈，將外型偽裝成自動販賣機、將該枚核武器於巴爾的摩職業美式足球場引爆、造成數以萬計的市民喪生。2002年開始首播的美國HBO電視台電視劇，也是被許多媒體和觀眾認為的歷史上最偉大的電視劇《火線重案組》就以巴爾的摩市為舞台展開。
5676-2-1,班傑明·富蘭克林
5676-2-2,費城學院
5676-2-3,約翰·莫根
5676-2-4,1779年
5774-2-1,龍雲
5774-2-2,民國4年12月25日
5774-2-3,雲南
5774-2-4,民國8年
5774-2-5,民國17年1月
5774-6-1,中緬大戰
5774-6-2,民國43年
5774-6-3,辛亥革命
5774-6-4,民國2年2月25日
5774-7-1,民國3年
5774-7-2,民國16年
5774-7-3,民國18年
5774-7-4,雲南省第二殖邊督辦公署
5774-7-5,12個
5774-8-1,民國27年
5774-8-2,民國29年
5774-8-3,民國31年
5774-8-4,民國39年
6509-1-1,黑龍江
6509-1-2,黑龍江，俄羅斯稱之為阿穆爾河；此詞來自通古斯語族，意為「大河」或「大水」，是亞洲東北部的一條河流，發源於蒙古國肯特山東麓，在石勒喀河與額爾古納河交匯處形成。經過中國黑龍江省北界與俄羅斯遠東聯邦管區南界，之後以東北向穿越伯力邊疆區，最終流入韃靼海峽。其主流長2824千米，若以海拉爾河為源頭計算，則總長度約4444公里，若以克魯倫河為源頭計算，則總長度5498公里。黑龍江是中國四大河流之一、世界十大河之一。從清朝立國至19世紀中期以前，黑龍江完全為中國內河，至19世紀中後期沙俄強行占領中國黑龍江以北、烏蘇里江以東大片領土之後，才成為中俄界河。後來蒙古國獨立，遂流經三個國家。2004年，中國和俄羅斯簽署《中俄國界東段補充協定》，將兩國國界以黑龍江為基本界限劃清。黑龍江在漢魏晉時被稱為弱水，南北朝時，黑龍江上游稱完水，松花江及兩江匯流後被稱為難水。隋唐時始稱黑龍江下游為黑水，完水改作望建水、難水改作那河。《遼史》第一次以「黑龍江」來稱呼這條河流，因為江水色黑，蜿蜒如遊龍。黑龍江流域在金朝被納入領土範圍內，成為金國內河。元明時稱為混同江。
6509-1-3,將兩國國界以黑龍江為基本界限劃清
6509-2-1,受通古斯人壓力
6509-2-2,唐朝
6509-2-3,犯人流放之地
5679-7-1,德國人
5679-7-2,卡爾梅克人
5679-7-3,西伯利亞
5719-1-1,松花江
5719-1-2,松花江
5719-1-3,9月
5489-2-1,辛酉政變
5489-2-2,生母慈禧皇太后
5489-2-3,十八歲
5543-1-1,集安
5543-1-2,國民政府時期
5543-1-3,通化市
2480-1-1,維多利亞湖
2480-1-2,尚比亞
2480-1-3,杜篤瑪
2480-1-4,非洲
2480-2-1,阿拉伯半島
2480-2-2,伊斯蘭教
2480-2-3,德國
2480-2-4,1961年
4893-1-1,1260年
4893-1-2,23年
4893-1-3,忽必烈
4893-10-1,蒙古貴族
4893-10-2,忽必烈
4893-10-3,和林哈拉
4893-11-1,南海
4893-11-2,窩闊台汗國多次交戰，雙方互有勝負，1289年，窩闊台汗國
4893-11-3,至元十一年
4893-13-1,至元二十九年
4893-13-2,京杭大運河
4893-13-3,通惠河
4893-7-1,至元十三年
4893-7-2,元朝
4893-7-3,愛妻
3424-1-1,1929年
3424-1-2,珍妮·蓋諾
3424-1-3,5位
3424-1-4,珍妮·蓋諾
3424-1-5,珍妮·蓋諾
1153-3-1,非常混亂
1153-3-2,美國鳥類學家協會
1153-3-3,19世紀晚期
1153-5-1,1997年
1153-5-2,四次
1153-5-3,國際動物學會議
1153-6-1,動物命名法
1153-6-2,獨立性
1153-6-3,亞屬名
4911-13-1,同性婚姻
4911-13-2,待在社福機構
4911-13-3,基督教保守派組織78.5萬美金
4911-15-1,公共健康與醫學領域
4911-15-2,麻州
4911-15-3,2015年
4911-2-1,無性別的宦官與宮女的結合
4911-2-2,宋代
4911-2-3,潘章
5471-2-1,遠古百越族
5471-2-2,第一次鴉片戰爭
5471-2-3,元香港
5471-2-4,香港日治時期
6412-2-1,青島海軍基地
6412-2-2,撫順」號
6412-2-3,1954年
6048-11-1,拿破崙
6048-11-2,聖西門主義
6048-11-3,降低貸款利息
6048-11-4,新式鐵製蒸汽船
6048-13-1,拿破崙
6048-13-2,強硬的外交政策
6048-13-3,克里米亞戰爭
6048-18-1,1865年
6048-18-2,墨西哥
6048-18-3,軍事介入失敗
6048-19-1,19世紀
6048-19-2,美利堅聯盟國
6048-19-3,外國不可能介入內戰
6048-19-4,普魯士
6048-2-1,法國
6048-2-2,保守派
6048-2-3,法蘭西第二帝國覆亡
